period,resource,kind,capacity,full_demand_load,headroom_xi,critical
23,K6,edge,29366.500423,27065.896494117645,1.0850001007497518,False
23,K4,edge,6048000.0,900698.9593559129,6.714785153437844,False
23,K8,edge,46140.063039,41960.924762352945,1.0995959526706274,False
23,K7,edge,6048000.0,813703.0866257643,7.432686565169165,False
23,K11,edge,87551.520426,77703.79279294118,1.1267341950643293,False
23,K9,edge,6048000.0,695314.1395015349,8.698226681159918,False
23,K12,edge,42906.161145,39954.8011717647,1.0738674674051678,False
23,K10,edge,6048000.0,613640.4899596781,9.85593372496885,False
23,K14,edge,1728000.0,8747.081584705882,197.55160429981325,False
23,K13,edge,6048000.0,574211.3838769883,10.532706542954303,False
23,K16,edge,1728000.0,81474.60663125,21.209062202912396,False
23,K15,edge,6048000.0,435315.6388580395,13.8933671573704,False
23,K18,edge,1728000.0,3798.0769175,454.9670892756479,False
23,K19,edge,1728000.0,13396.88939125,128.9851658496651,False
23,K20,edge,1728000.0,20281.48333,85.20086878675062,False
23,K21,edge,1728000.0,38361.09680823529,45.045635911771846,False
23,K22,edge,1728000.0,22092.2018975,78.21764476068563,False
23,K23,edge,1728000.0,40277.31237882353,42.902564693182576,False
23,K17,edge,6048000.0,275342.7961918287,21.965346773722803,False
23,K25,edge,1728000.0,12967.25684,133.2587162667783,False
23,K24,edge,6048000.0,240348.1156564824,25.16350079750201,False
23,K26,edge,6048000.0,205664.55636523452,29.407108871299677,False
23,K27,edge,6048000.0,151143.70121167868,40.014899407086105,False
23,K28,edge,6048000.0,107312.45036407337,56.35879135628033,False
23,K29,edge,6048000.0,23696.897714104998,255.22328167032921,False
23,K31,edge,1728000.0,17859.19119529412,96.75690131226808,False
23,K32,edge,1728000.0,44237.62733529412,39.061769450310216,False
23,K33,edge,1728000.0,30228.31773855422,57.164940998223344,False
23,K34,edge,1728000.0,78249.9301317647,22.08308681030422,False
23,K35,edge,1728000.0,22038.114874117648,78.40961034418716,False
24,K1,edge,6048000.0,1066595.5318295355,5.670378151337125,False
24,K3,edge,2592000.0,63663.46064235294,40.71409210003954,False
24,K2,edge,6048000.0,949602.2945957059,6.368982082730689,False
24,K5,edge,86932.180615,63959.33920117647,1.3591788423824267,False
24,K6,edge,29366.500423,22256.20826,1.3194745519963067,False
24,K4,edge,6048000.0,815906.6324047442,7.412612864997264,False
24,K8,edge,46140.063039,36192.9966882353,1.2748340082598921,False
24,K7,edge,6048000.0,738918.3040962716,8.184937315089197,False
24,K11,edge,87551.520426,83382.40040588235,1.0499999999978835,False
24,K9,edge,6048000.0,618589.9884855757,9.777073849524527,False
24,K12,edge,42906.161145,38425.82106,1.116597120410366,False
24,K10,edge,6048000.0,543048.7681164411,11.137121295712397,False
24,K14,edge,1728000.0,4151.091083529412,416.27609831456414,False
