period,resource,kind,capacity,full_demand_load,headroom_xi,critical
11,K26,edge,6048000.0,48203.16715986709,125.46893402131954,False
11,K27,edge,6048000.0,38306.24409599138,157.88548688940514,False
11,K28,edge,6048000.0,27613.70220325577,219.02170000540227,False
11,K29,edge,6048000.0,5303.6053130929795,1140.356350626118,False
11,K32,edge,1728000.0,7486.764705882353,230.8073070123748,False
11,K33,edge,1728000.0,7244.979924096386,238.5099776816181,False
11,K34,edge,1728000.0,20929.41178,82.56323771369746,False
11,K35,edge,1728000.0,4932.35294117647,350.33989266547405,False
12,K1,edge,6048000.0,555806.604078837,10.881482795663466,False
12,K3,edge,2592000.0,28882.058823529413,89.74429474841902,False
12,K2,edge,6048000.0,499134.2150513657,12.116981400238416,False
12,K5,edge,27058.499997,30064.99999647059,0.9000000000058697,True
12,K6,edge,29366.500423,11586.764705882353,2.534486646483056,False
12,K4,edge,6048000.0,432525.73959644453,13.98298285240298,False
12,K8,edge,46140.063039,16761.274508235296,2.7527777208308395,False
12,K7,edge,6048000.0,394138.178108387,15.344872270498026,False
12,K11,edge,87551.520426,41897.058817647056,2.0896817795029388,False
12,K9,edge,6048000.0,332534.2103853206,18.187602391320706,False
12,K12,edge,42906.161145,20341.764705882353,2.1092644500303637,False
12,K10,edge,6048000.0,292240.393056319,20.69529108125194,False
12,K14,edge,1728000.0,3617.6470564705883,477.6585368960381,False
12,K13,edge,6048000.0,274010.72634703247,22.072128637549227,False
12,K16,edge,1728000.0,31674.375,54.55514118273841,False
12,K15,edge,6048000.0,214935.27871232922,28.138703130697696,False
12,K19,edge,1728000.0,9691.6666575,178.2975066174783,False
12,K20,edge,1728000.0,6061.25,285.08970921839557,False
12,K21,edge,1728000.0,16997.058823529413,101.66464786295207,False
12,K22,edge,1728000.0,10087.5,171.3011152416357,False
12,K23,edge,1728000.0,15977.64705882353,108.15109343936382,False
12,K17,edge,6048000.0,145373.39223685983,41.60321161210761,False
12,K25,edge,1728000.0,6407.017537894737,269.7042718830763,False
12,K24,edge,6048000.0,127336.50332001629,47.496199772349975,False
12,K26,edge,6048000.0,111509.7127934975,54.23742783016726,False
12,K27,edge,6048000.0,89175.99185970498,67.82094455999929,False
