period,edge,full_demand_load,capacity,ratio
20,K20,30166.243985,1900800.0,63.01082763055163
20,K21,27199.884987058824,1900800.0,69.88264843415197
20,K22,14531.08974625,1900800.0,130.80918452730185
20,K23,38108.759428235295,1900800.0,49.87829644729058
20,K17,260896.15374815936,6652800.0,25.499800991400917
20,K25,29184.61539368421,1900800.0,65.1302055675316
20,K24,210839.8460546224,6652800.0,31.553807899653158
20,K26,118652.82153668118,6652800.0,56.069463109592434
20,K27,79957.49758690594,6652800.0,83.20420474351464
20,K28,56996.30890287959,6652800.0,116.72334802129414
20,K29,8967.790589500317,6652800.0,741.8549679102947
20,K30,0.0,6652800.0,
20,K31,77428.23529411765,1900800.0,24.549184064180874
20,K32,32762.682872941175,1900800.0,58.01722671405149
20,K33,15765.013901204818,1900800.0,120.57077855508481
20,K34,45178.7028682353,1900800.0,42.07292107397873
20,K35,8340.045248235294,1900800.0,227.91243253772495
21,K1,817194.8832246873,6048000.0,7.40092739706632
21,K3,44113.56198352941,2592000.0,58.75744064756706
21,K2,732221.5770799235,6048000.0,8.25979483439867
21,K5,68809.21216941177,86932.180615,1.263379973032805
21,K6,18690.3803,29366.500423,1.5712093575217407
21,K4,608110.9057565156,6048000.0,9.945554244708099
21,K8,31739.198442352943,46140.063039,1.4537248986549853
21,K7,545966.1620263369,6048000.0,11.077609604142923
21,K11,16829.655235294118,87551.520426,5.202217110329886
21,K9,501838.1986897259,6048000.0,12.051693186750274
21,K12,8848.131857647058,42906.161145,4.849177412282578
21,K10,462879.77491069527,6048000.0,13.06602778478895
21,K14,19254.68648,1728000.0,89.74438518097335
21,K13,420481.0996851605,6048000.0,14.383524026474676
21,K16,50061.89073125,1728000.0,34.51727401341107
21,K15,328371.09898539446,6048000.0,18.418186066578922
21,K18,3703.125,1728000.0,466.63291139240505
21,K19,24602.48624375,1728000.0,70.23680382867728
21,K20,24492.96502625,1728000.0,70.55087034779332
21,K21,20396.41105882353,1728000.0,84.72078715301551
21,K22,9620.62728625,1728000.0,179.6140676263068
21,K23,30492.414874117647,1728000.0,56.66983107548981
21,K17,198644.51454693355,6048000.0,30.44634790844448
21,K25,27591.798705263158,1728000.0,62.627305253223035
21,K24,155161.1546779157,6048000.0,38.97882825475531
21,K26,111116.34443869692,6048000.0,54.42943637636219
21,K27,74746.94421440913,6048000.0,80.91300672642232
21,K28,52720.066797762905,6048000.0,114.71912627122539
21,K29,5695.397263757116,6048000.0,1061.9101214390585
21,K30,0.0,6048000.0,
21,K31,33183.529411764706,1728000.0,52.074026802807914
21,K32,30813.58300235294,1728000.0,56.07916482377428
21,K33,15299.652437349398,1728000.0,112.94374215858781
21,K34,44388.66619411765,1728000.0,38.92885612834641
21,K35,5296.719455294117,1728000.0,326.23966864487204
22,K1,1285985.3954915367,6048000.0,4.703008308806103
22,K3,78143.71208,2592000.0,33.16965538246286
22,K2,1143542.41363696,6048000.0,5.2888287551702975
22,K5,82792.55296705883,86932.180615,1.0499999999950265
22,K6,27968.09564117647,29366.500423,1.049999999991587
22,K4,975604.6443468767,6048000.0,6.19923248115415
22,K8,43942.91718,46140.063039,1.05
22,K7,882881.4949495329,6048000.0,6.8502964832734605
22,K11,80493.9087682353,87551.520426,1.0876788289420205
22,K9,758243.5114338209,6048000.0,7.976329383371012
22,K12,40863.010614117644,42906.161145,1.0500000000043186
22,K10,671885.890133674,6048000.0,9.001528516690133
22,K14,13252.702077647058,1728000.0,130.38850416131865
22,K13,625038.8935493432,6048000.0,9.67619785331414
22,K16,86946.4730575,1728000.0,19.874296670518515
22,K15,475588.5311369089,6048000.0,12.716875206267213
22,K18,1899.03845875,1728000.0,909.9341785512958
22,K19,18875.71118875,1728000.0,91.54621951568612
22,K20,23265.88695,1728000.0,74.27182998497291
22,K21,39257.180624705885,1728000.0,44.017424901688194
22,K22,24546.95808125,1728000.0,70.39568790073093
22,K23,44978.83145882353,1728000.0,38.418072323242114
22,K17,298985.4978177841,6048000.0,20.228405873003037
22,K25,20699.99628,1728000.0,83.47827587145827
22,K24,254366.66171236135,6048000.0,23.776700764501513
22,K26,218125.70129367252,6048000.0,27.72713148487396
22,K27,160254.18169134183,6048000.0,37.740044822348366
22,K28,114917.07023309698,6048000.0,52.62925679998872
22,K29,24091.608944971536,6048000.0,251.04176370347213
22,K30,0.0,6048000.0,
22,K31,18435.294098823528,1728000.0,93.73324834076145
22,K32,46965.23453764706,1728000.0,36.79317301428241
22,K33,30914.235106024098,1728000.0,55.89657949076261
22,K34,85079.60777647058,1728000.0,20.31038982384556
22,K35,22405.196318823528,1728000.0,77.12496580751832
23,K1,1191508.0215769606,6048000.0,5.075920506179616
23,K3,72747.96626588235,2592000.0,35.62986201602734
23,K2,1059184.6542322303,6048000.0,5.710052516181898
23,K5,78460.56567058823,86932.180615,1.1079729016991708
23,K6,27065.896494117645,29366.500423,1.0850001007497518
23,K4,900698.9593559129,6048000.0,6.714785153437844
23,K8,41960.924762352945,46140.063039,1.0995959526706274
23,K7,813703.0866257643,6048000.0,7.432686565169165
23,K11,77703.79279294118,87551.520426,1.1267341950643293
23,K9,695314.1395015349,6048000.0,8.698226681159918
23,K12,39954.8011717647,42906.161145,1.0738674674051678
23,K10,613640.4899596781,6048000.0,9.85593372496885
23,K14,8747.081584705882,1728000.0,197.55160429981325
23,K13,574211.3838769883,6048000.0,10.532706542954303
23,K16,81474.60663125,1728000.0,21.209062202912396
23,K15,435315.6388580395,6048000.0,13.8933671573704
23,K18,3798.0769175,1728000.0,454.9670892756479
23,K19,13396.88939125,1728000.0,128.9851658496651
