F,phase,repeat,ms
20,cf_total,16,0.3249999135732651
20,cf_total,17,0.4096000920981169
20,cf_total,18,0.3263001563027501
20,cf_total,19,0.3331999760121107
20,cf_total,20,0.3231000155210495
20,cf_total,21,0.3299999516457319
20,cf_total,22,0.3266001585870981
20,cf_total,23,0.33140007872134447
20,cf_total,24,0.32119988463819027
20,cf_total,25,0.32949994783848524
20,cf_total,26,0.323600135743618
20,cf_total,27,0.3277999348938465
20,cf_total,28,0.33700012136250734
20,cf_total,29,0.32590003684163094
20,cf_total,30,0.32190000638365746
20,lp_total,1,4.041200038045645
20,lp_total,2,3.9788002613931894
20,lp_total,3,3.8351999828591943
20,lp_total,4,3.8299999432638288
20,lp_total,5,4.01049992069602
20,lp_total,6,3.8565000286325812
20,lp_total,7,3.8319999584928155
20,lp_total,8,3.8252000231295824
20,lp_total,9,3.945100004784763
20,lp_total,10,3.8573001511394978
20,lp_total,11,3.8222000002861023
20,lp_total,12,3.8234000094234943
20,lp_total,13,4.1828000685200095
20,lp_total,14,4.149600048549473
20,lp_total,15,4.225999931804836
20,lp_total,16,4.131399909965694
20,lp_total,17,4.335900186561048
20,lp_total,18,4.180800053291023
20,lp_total,19,4.19729994609952
20,lp_total,20,4.305300186388195
20,lp_total,21,4.2542999144643545
20,lp_total,22,4.206900019198656
20,lp_total,23,4.202899988740683
20,lp_total,24,4.351499956101179
20,lp_total,25,4.2171000968664885
20,lp_total,26,4.164500045590103
20,lp_total,27,4.32179996278137
20,lp_total,28,4.112399998120964
20,lp_total,29,4.218499991111457
20,lp_total,30,4.440400050953031
50,build,1,0.0879000872373581
50,build,2,0.0879999715834856
50,build,3,0.08469994645565748
50,build,4,0.09490002412348986
50,build,5,0.08769996929913759
50,build,6,0.08839997462928295
50,build,7,0.08639995940029621
50,build,8,0.09390001650899649
50,build,9,0.11809996794909239
50,build,10,0.09660003706812859
50,build,11,0.09580003097653389
50,build,12,0.09480002336204052
50,build,13,0.0906999921426177
50,build,14,0.09810004848986864
50,build,15,0.09039998985826969
50,build,16,0.0942000187933445
50,build,17,0.089899986051023
50,build,18,0.09270000737160444
50,build,19,0.08949998300522566
50,build,20,0.09210000280290842
50,build,21,0.08979998528957367
50,build,22,0.11180003639310598
50,build,23,0.09240000508725643
