scenario,lambda_star,bottleneck_argmin,bottleneck_near_set,bottleneck_class,near_set_size,runner_up_margin,stage2_satisfaction,stage3_variation,feasibility_tolerance,draw
demand,0.8226691042021138,edge:13:K8,edge:13:K8,edge,1,0.00736648251440582,0.9146989503827861,8.41235007159351,1e-09,35.0
demand,0.8293103254695874,source:22,source:22,source,1,0.011560185527717447,0.909754717001488,9.080202806846689,1e-09,36.0
demand,0.8263845822475647,source:19,source:19,source,1,0.002573371311505457,0.9138749906302974,10.0164012891586,1e-09,37.0
demand,0.8211678832030366,edge:17:K8,edge:17:K8,edge,1,0.011070110710390244,0.9094705864411833,7.815646949811672,1e-09,38.0
demand,0.8181818181732073,edge:17:K8,edge:17:K8,edge,1,0.006404391608451687,0.9097020392467065,8.416974458306422,1e-09,39.0
demand,0.8241758245238294,edge:25:K6,edge:25:K6,edge,1,0.004599815581822163,0.9182856099720277,8.910741224108174,1e-09,40.0
demand,0.8302583025884406,edge:12:K5,edge:12:K5,edge,1,0.009907495767831904,0.91086409371761,6.957484754818553,1e-09,41.0
demand,0.8382625514319093,source:23,source:23,source,1,0.0009999552098901518,0.9061924708781881,5.7486616902046705,1e-09,42.0
demand,0.8256880733918464,edge:13:K8,edge:13:K8,edge,1,0.00967960586478995,0.9061357703648848,7.301029585367003,1e-09,43.0
demand,0.8264462809906258,edge:15:K5,edge:15:K5,edge,1,0.0018399268273123664,0.9129380620854151,6.838549284914952,1e-09,44.0
demand,0.8181818185272924,edge:25:K6,edge:25:K6,edge,1,0.005484460268976596,0.9094800820068887,8.185183866538933,1e-09,45.0
demand,0.8264462810041029,edge:11:K6,edge:11:K6,edge,1,0.007359746105749479,0.9080422289794823,8.406209905491574,1e-09,46.0
demand,0.8256880737431392,edge:26:K6,edge:26:K6,edge,1,0.011560438189385415,0.9119715800053981,7.870406349475924,1e-09,47.0
demand,0.821167883558414,edge:25:K6,edge:25:K6,edge,1,0.02193841387782971,0.913796553355642,9.356909112693202,1e-09,48.0
demand,0.8167157069320609,source:23,source:23,source,1,0.016799873843594045,0.9040138022118422,8.910479326587978,1e-09,49.0
demand,0.8310249310988197,edge:25:K6,edge:25:K6,edge,1,0.005165846505715211,0.9096764339254363,7.3169461297268,1e-09,50.0
demand,0.8395403824330481,source:21,source:21,source,1,0.003456961717225949,0.9091434560616979,6.5655171158859815,1e-09,51.0
demand,0.8399302677127967,source:20,source:20,source,1,0.0016789956567953438,0.9139447275535701,7.146997707742172,1e-09,52.0
demand,0.8287292817733606,edge:12:K5,edge:12:K5,edge,1,0.019718309849232975,0.9148965868391838,7.953679798526645,1e-09,53.0
demand,0.8396137351670568,source:19,source:19,source,1,0.0036718008211697856,0.9121880265736498,7.3145408145011,1e-09,54.0
demand,0.8256880733998804,edge:12:K5,edge:12:K5,edge,1,0.006450074601257427,0.9040418965704663,8.098174208120037,1e-09,55.0
demand,0.8356545960991565,edge:15:K5,edge:15:K5,edge,1,0.004664179095253194,0.9099082426769464,8.011742552170615,1e-09,56.0
demand,0.8279668813301468,edge:12:K5,edge:12:K5,edge,1,0.0018433179644711556,0.9086310449103026,8.86068765176735,1e-09,57.0
demand,0.8189262966455578,edge:11:K6,edge:11:K6,edge,1,0.007332722256717108,0.9095296744714991,8.257722252726701,1e-09,58.0
demand,0.8181818181808745,edge:16:K5,edge:16:K5,edge,1,0.005484460692632098,0.9109133267860303,8.03317753997941,1e-09,59.0
demand,0.8308288576689128,source:18,source:18,source,1,0.0018751990131153273,0.8980329509824592,7.758259380064179,1e-09,60.0
demand,0.8256880737431392,edge:26:K6,edge:26:K6,edge,1,0.0073937149277498075,0.9113564807872871,7.728464569834612,1e-09,61.0
demand,0.8219178085662299,edge:25:K6,edge:25:K6,edge,1,0.003960683499830284,0.9104224611059517,8.084494778552097,1e-09,62.0
demand,0.8378298241824684,source:18,source:18,source,1,0.002055804873914361,0.9027619020445417,7.484554949319794,1e-09,63.0
demand,0.8398876010736833,source:23,source:23,source,1,0.004481528361296032,0.9063344613583798,7.2494723629126145,1e-09,64.0
demand,0.8272774481343295,source:21,source:21,source,1,0.011792414085819408,0.9067392639982956,7.4144569866798795,1e-09,65.0
demand,0.8287292817733606,edge:12:K5,edge:12:K5,edge,1,0.007458493088338892,0.9120055477008634,9.034693834432739,1e-09,66.0
demand,0.8370420130265724,source:22,source:22,source,1,0.003935431406040265,0.9087905928201571,7.505717436420763,1e-09,67.0
demand,0.8204193254318974,edge:15:K5,edge:15:K5,edge,1,0.016343708397020908,0.9099077456159789,6.9197055851786065,1e-09,68.0
demand,0.8234217749367517,edge:12:K5,edge:12:K5,edge,1,0.006445672609932703,0.9087812688295414,6.781013354992982,1e-09,69.0
demand,0.8276517251707045,source:23,source:23,source,1,0.008741884114514615,0.9088140734801472,8.097525697981656,1e-09,70.0
demand,0.8226691042101185,edge:12:K5,edge:12:K5,edge,1,0.0021157704101435653,0.9020997920200838,7.598034243561163,1e-09,71.0
demand,0.8264462810041029,edge:11:K6,edge:11:K6,edge,1,0.003686635928333122,0.9089603455240917,9.027429209162268,1e-09,72.0
demand,0.8434864104878427,edge:17:K8,edge:17:K8,edge,1,0.0075542965155797216,0.9150682137025234,7.585846075311129,1e-09,73.0
demand,0.8260167841039626,source:19,source:19,source,1,0.02022764549965376,0.91045985700156,8.0805650807594,1e-09,74.0
demand,0.8219178085662299,edge:26:K6,edge:26:K6,edge,1,0.01860465073132086,0.9122577715537417,8.370044027183827,1e-09,75.0
demand,0.827205882358336,edge:12:K5,edge:12:K5,edge,1,0.005545286924499346,0.9068858035768282,8.897993816879023,1e-09,76.0
demand,0.8395522388050018,edge:16:K5,edge:16:K5,edge,1,0.013232514190085781,0.9147399638637781,7.860464576232909,1e-07,77.0
demand,0.8347933600521725,source:22,source:22,source,1,0.001971644213272341,0.8998133161117655,7.686199189841568,1e-09,78.0
demand,0.8239737122562946,source:21,source:21,source,1,0.0020806017279562904,0.9101666060701554,7.573226983262897,1e-09,79.0
demand,0.8254741191477888,source:19,source:19,source,1,0.0011777011691808709,0.9062552041681813,7.215771069726365,1e-09,80.0
demand,0.8219178082180745,edge:15:K5,edge:15:K5,edge,1,0.004587155979684776,0.9119910224094875,8.190096471871309,1e-09,81.0
demand,0.8234217749287398,edge:13:K8,edge:13:K8,edge,1,0.014775598652095932,0.909379720493018,6.9012312380746135,1e-09,82.0
demand,0.8249312557200074,edge:17:K8,edge:17:K8,edge,1,0.009887073541605769,0.9047845901580867,6.884773657924587,1e-09,83.0
demand,0.8226691045521223,edge:25:K6,edge:25:K6,edge,1,0.010687017450575875,0.9060832712241522,7.053918374622029,1e-09,84.0
demand,0.8204193254243647,edge:17:K8,edge:17:K8,edge,1,0.006880757370891088,0.9172702125472203,9.523143742327612,1e-09,85.0
demand,0.8302583025922226,edge:14:K12,edge:14:K12,edge,1,0.003168400321651502,0.9029890011767506,7.1497196491080945,1e-09,86.0
demand,0.8332081319177443,source:22,source:22,source,1,0.004332693868545336,0.9057809045186337,7.642373617751225,1e-09,87.0
demand,0.8312866514281388,source:18,source:18,source,1,0.003729622725733851,0.9053530914740741,7.704213919567618,1e-09,88.0
demand,0.8378240512018935,source:19,source:19,source,1,0.0036739501467262232,0.9089492145267672,7.118355275344623,1e-09,89.0
demand,0.8219178082245385,edge:12:K5,edge:12:K5,edge,1,0.003527928833200472,0.9005864064109478,8.152778053532069,1e-09,90.0
demand,0.8234217752790683,edge:25:K6,edge:25:K6,edge,1,0.0014624796649045813,0.9098344803680304,7.483890586660752,1e-09,91.0
demand,0.8211678832207748,edge:14:K12,edge:14:K12,edge,1,0.008279668800724985,0.9099856908601021,7.7959681147248805,1e-09,92.0
demand,0.8329559685225275,source:21,source:21,source,1,0.010707262061540832,0.9082963213579326,7.867950384051609,1e-09,93.0
demand,0.8288968118997483,source:24,source:24,source,1,0.0007193605382254388,0.9034429856339031,6.972712297544195,1e-09,94.0
demand,0.8204193254320529,edge:16:K5,edge:14:K12;edge:16:K5,edge,2,0.0018264840180750226,0.9085021391564431,7.799940271627294,1e-08,95.0
demand,0.8256880733933867,edge:15:K5,edge:12:K5;edge:15:K5,edge,2,0.013835660500777322,0.9143859826525741,7.935504300602691,1e-08,96.0
demand,0.8108472530670022,source:24,source:24,source,1,0.010883527123675223,0.9052473795257948,10.461814291007567,1e-09,97.0
demand,0.8240758361186679,source:22,source:22,source,1,0.01779746384137817,0.9093673668564535,8.00479573036476,1e-09,98.0
demand,0.8387698042843547,edge:13:K8,edge:13:K8,edge,1,0.0037421644670186274,0.9059180855222585,6.356815264521378,1e-09,99.0
demand,0.8387698042963366,edge:14:K12,edge:14:K12,edge,1,0.004422723280156632,0.9081808961967616,6.6884759406882495,1e-09,100.0
demand,0.8296428382199507,source:22,source:22,source,1,0.004380960087215409,0.9030539130068272,6.816312499692207,1e-09,101.0
demand,0.8189262966423742,edge:14:K12,edge:11:K6;edge:14:K12,edge,2,0.000910747223930085,0.9057238932750494,7.832562799271209,1e-09,102.0
demand,0.8241758241671503,edge:17:K8,edge:17:K8,edge,1,0.0012574729499505418,0.9111693342504781,8.517854640891757,1e-09,103.0
demand,0.8249312557200074,edge:17:K8,edge:17:K8,edge,1,0.016050640745561548,0.9156249794646719,6.210430628141762,1e-09,104.0
demand,0.8196721311528867,edge:12:K5,edge:12:K5,edge,1,0.0018248175228115636,0.9064683847720432,8.170809464338513,1e-09,105.0
demand,0.8241758241748737,edge:16:K5,edge:16:K5,edge,1,0.0036764705788297773,0.9090942452290667,6.857960650223852,1e-09,106.0
demand,0.8426053476355468,source:19,source:19,source,1,0.0024680135427418387,0.9089547577125853,7.840541926437035,1e-09,107.0
demand,0.8333333336852053,edge:26:K6,edge:26:K6,edge,1,0.01657588111714336,0.9121341523666062,7.4731813642514755,1e-09,108.0
demand,0.8292020374668143,source:22,source:22,source,1,0.005913656374948081,0.9108128215021273,7.8170510384043785,1e-09,109.0
demand,0.8310249307533423,edge:12:K5,edge:12:K5,edge,1,0.00343031498671575,0.9066171039679316,6.396860520337705,1e-09,110.0
demand,0.8181818185272924,edge:25:K6,edge:25:K6,edge,1,0.016635859086876075,0.9113406250102863,8.83237276515847,1e-09,111.0
demand,0.8219178085662299,edge:25:K6,edge:25:K6,edge,1,0.0064338231032880465,0.9090715849286035,8.845152528159417,1e-09,112.0
demand,0.837988826814676,edge:16:K5,edge:16:K5,edge,1,0.0009319664653405983,0.9136703395318624,6.720862300946713,1e-09,113.0
demand,0.8226691045521223,edge:25:K6,edge:25:K6,edge,1,0.017339127839120245,0.9123091413765574,7.885433830742453,1e-09,114.0
demand,0.821917808210528,edge:17:K8,edge:17:K8,edge,1,0.004587155972716803,0.9118488805874483,8.408049140812855,1e-09,115.0
demand,0.8377963872682899,source:20,source:20,source,1,0.008488800744410135,0.9125213765700911,7.125902040054293,1e-09,116.0
demand,0.8320508990226025,source:23,source:23,source,1,0.0067999872855314565,0.9063292660472205,8.683738033004413,1e-09,117.0
demand,0.8219178082165411,edge:13:K8,edge:13:K8,edge,1,0.014828545380790375,0.9141483232997418,7.223372526800297,1e-09,118.0
demand,0.8249312557260426,edge:13:K8,edge:13:K8,edge,1,0.0036798527985447637,0.9082903893032233,8.30521485475091,1e-09,119.0
demand,0.8386727563079721,source:23,source:23,source,1,0.0010486603337011141,0.9139699380033124,7.337927366973476,1e-09,120.0
demand,0.8196721311465957,edge:16:K5,edge:16:K5,edge,1,0.004574565428571584,0.9084481954442024,7.6919882719928045,1e-09,121.0
demand,0.827180597898179,source:23,source:23,source,1,9.548739703072691e-05,0.9093422755616,9.989313681120564,1e-09,122.0
demand,0.8264462809890841,edge:13:K8,edge:13:K8,edge,1,0.0020861583195024955,0.8998839061566999,6.77017448772963,1e-09,123.0
demand,0.8196721311528867,edge:12:K5,edge:12:K5,edge,1,0.0054945059125142285,0.9092003190581414,9.060124498427983,1e-09,124.0
demand,0.8268848860766567,source:20,source:20,source,1,0.014373123040244098,0.9110119928106174,6.719317098374787,1e-09,125.0
demand,0.8249312557260426,edge:13:K8,edge:13:K8;edge:16:K5,edge,2,0.011810788929230048,0.9068311743441082,8.287871150302022,1e-07,126.0
demand,0.8323214542148589,source:23,source:23,source,1,0.010934173311005616,0.9089717367482161,8.918321436898742,1e-09,127.0
demand,0.8241758241881575,edge:11:K6,edge:11:K6,edge,1,0.0009165902586308125,0.9034243698023715,7.9117505260811365,1e-09,128.0
demand,0.8211678832239672,edge:11:K6,edge:11:K6,edge,1,0.006427915510327699,0.9078151794443345,7.468077208874332,1e-09,129.0
demand,0.838927488823388,source:19,source:19,source,1,0.014775717793792612,0.9117635520694842,7.837898694076696,1e-09,130.0
demand,0.8310249307533423,edge:12:K5,edge:12:K5,edge,1,0.0008970812180207566,0.9050118516671376,6.811090561393278,1e-09,131.0
demand,0.8211678832239672,edge:11:K6,edge:11:K6,edge,1,0.0027447392315486582,0.9143198694121841,6.563921466568873,1e-09,132.0
demand,0.8416658779012236,source:22,source:22,source,1,0.001224656183240116,0.9117948311617156,7.072758030841608,1e-09,133.0
demand,0.827966881674353,edge:26:K6,edge:26:K6,edge,1,0.012104283054003724,0.9125869747210337,7.045245235120032,1e-09,134.0
demand,0.8241758245238294,edge:26:K6,edge:26:K6,edge,1,0.010154656840666614,0.9093199598888694,7.569979483066088,1e-09,135.0
demand,0.8325624421822035,edge:16:K5,edge:16:K5,edge,1,0.0032698473348867657,0.9077338716473555,7.480362691907935,1e-09,136.0
demand,0.8309161650368099,source:24,source:24,source,1,0.0026814378449264223,0.9049836565882756,9.527340505092878,1e-09,137.0
demand,0.8151323052202483,source:24,source:24,source,1,0.006970711383536603,0.9022892783802697,10.243293296817567,1e-09,138.0
demand,0.8181818181807196,edge:15:K5,edge:15:K5,edge,1,0.006404391580922172,0.9063400435132487,7.884504145986918,1e-09,139.0
demand,0.8181818181808745,edge:16:K5,edge:16:K5,edge,1,0.013824884808967302,0.9107239542100357,8.897794022760866,1e-09,140.0
demand,0.8196721314936446,edge:25:K6,edge:25:K6,edge,1,0.005494505084985791,0.9119499060841407,8.263518061213173,1e-09,141.0
demand,0.8181818181807196,edge:15:K5,edge:15:K5,edge,1,0.005432850184872256,0.9069191024009189,8.614774045372123,1e-09,142.0
demand,0.8219178082180745,edge:15:K5,edge:15:K5,edge,1,0.012950971335429714,0.9127696963549379,9.06636782711805,1e-09,143.0
demand,0.8264462809971255,edge:12:K5,edge:12:K5,edge,1,0.016207955756332052,0.9141708114639757,6.348128077117449,1e-09,144.0
demand,0.8356545961057286,edge:12:K5,edge:12:K5,edge,1,0.0009684547457030169,0.9086395168922831,7.001857727584643,1e-09,145.0
demand,0.8368902930339884,source:22,source:22,source,1,0.00038118412069559107,0.9081894847032964,9.130140445636744,1e-09,146.0
demand,0.8226691042101185,edge:12:K5,edge:12:K5,edge,1,0.01428836423332509,0.9052412303223963,7.184944538465324,1e-09,147.0
demand,0.8430072193964707,source:20,source:20,source,1,0.0045556120455562355,0.9152479606217838,6.057458574080236,1e-09,148.0
demand,0.8310249307603583,edge:11:K6,edge:11:K6,edge,1,6.802376351745206e-05,0.9010893896072079,8.93128241466452,1e-09,149.0
demand,0.8399523220562175,source:18,source:18,source,1,0.013689776365741662,0.9161727640694808,8.261469901310319,1e-09,150.0
demand,0.8310249307533423,edge:12:K5,edge:12:K5,edge,1,0.01579780768908921,0.9107447603633091,6.399474475363581,1e-09,151.0
demand,0.8249312560770135,edge:25:K6,edge:25:K6,edge,1,0.016270094042425777,0.908046325219615,6.512881325535731,1e-09,152.0
demand,0.8196721311389145,edge:17:K8,edge:17:K8,edge,1,0.002109425291345871,0.9072673816843144,10.707661711333163,1e-09,153.0
demand,0.8361694624033889,source:22,source:22,source,1,0.0031341898134871877,0.909279655780696,6.929903063565753,1e-09,154.0
demand,0.8149023523135305,source:23,source:23,source,1,0.006770103743380765,0.9075107708285479,8.349638660871097,1e-09,155.0
demand,0.8319051553825848,source:18,source:18,source,1,0.006375903438020252,0.913085773442657,9.660245128854642,1e-09,156.0
demand,0.8406307126956877,source:20,source:20,source,1,0.0007431534184932628,0.9031696258801427,7.733953202768793,1e-09,157.0
demand,0.8333333333387681,edge:12:K5,edge:12:K5,edge,1,0.0027790536582765744,0.908464754827888,8.672089278453269,1e-09,158.0
demand,0.8234217752790683,edge:25:K6,edge:25:K6,edge,1,0.0027522931611129223,0.9106555194051292,7.242890505032354,1e-09,159.0
demand,0.8294930879078541,edge:25:K6,edge:25:K6,edge,1,0.00742804042748915,0.9074263927598604,7.52390658965121,1e-09,160.0
demand,0.8196721311528867,edge:12:K5,edge:12:K5,edge,1,0.01760889711915916,0.9117942164538477,7.22480228625586,1e-09,161.0
